2020年4月1日	「PayPay」のミニアプリに、「PayPayモール」、「PayPayフリマ」が登場！	https://about.yahoo.co.jp/pr/release/2020/04/01a/	PayPay株式会社ヤフー株式会社PayPay株式会社とヤフー株式会社は本日より、ヤフー株式会社が運営するプレミアムなオンラインショッピングモール「PayPayモール」と、スムーズなフリマ体験を実現するフリマアプリ「PayPayフリマ」を、PayPay株式会社が運営するスマホ決済サービス「PayPay」のアプリトップ画面から簡単に利用できる「ミニアプリ」として提供します。「ミニアプリ」とは、PayPay株式会社のパートナー企業が提供するサービスの予約や商品の注文、支払いなどが「PayPayアプリ」内でできる機能です。今回の「ミニアプリ」提供により、「PayPay」ユーザーは、「PayPayモール」と「PayPayフリマ」の商品の検索から決済までを、「PayPay」アプリトップにあるアイコンから簡単に行えます。またヤフー株式会社は、2,500万人以上の「PayPay」ユーザーに対して、「PayPayモール」と「PayPayフリマ」を利用するきっかけを創出することで、さらなるユーザーの拡大や「PayPay」アプリを活用したサービスの利便性向上を図ります。今回の「PayPayモール」と「PayPayフリマ」の「ミニアプリ」への追加は、「PayPay」を通してさまざまなサービスを提供し、ユーザーの生活をもっと豊かで便利にする「スーパーアプリ」へ向けた取り組みの一環となり、引き続き、広くパートナー企業との連携を行います。「PayPay」は今後も、多くのユーザーにご利用いただいている「決済」機能をベースに、金融サービスや「PayPay」内で発注から支払いまでが完了する「ミニアプリ」機能など、スマホ決済だからこそ実現できる機能やサービスを拡充し、日本全国どこでも安心してキャッシュレスで買い物ができる、「いつでも、どこでもPayPayで」という世界観を醸成していきます。※ ご利用には「PayPay」アプリの2.23.0バージョン以上が必要です。「PayPayモール」ミニアプリ「PayPayフリマ」ミニアプリ「PayPayモール」アプリとの違いについて 「PayPayフリマ」アプリとの違いについて※「ヤフオク!」で出品された商品のうち、条件を満たした商品が対象です。※ 2020年4月1日時点の仕様です。仕様は、今後変更になることがございます。※ このプレスリリースに記載されている会社名、屋号および製品・サービス名は、各社の登録商標または商標です。
2020年4月3日	関係府省からプラットフォーム事業者等各社への「新型コロナウイルス感染症の感染拡大防止に資する統計データ等の提供」要請に対する対応方針	https://about.yahoo.co.jp/pr/release/2020/04/03a/	ヤフー株式会社は3月31日、内閣官房IT総合戦略室、内閣官房新型コロナウイルス感染症対策推進室、総務省、厚生労働省、経済産業省(以下、関係府省)より「新型コロナウイルス感染症の感染拡大防止に資する統計データ等の提供について」の要請(※1)を受けました。ヤフーでは、国民の生命が危険にさらされている現下の事態の深刻さに鑑み、外部有識者(※2)のアドバイスを踏まえ、本要請については、以下の事項を内容とする協定書を結びプロセスの透明性を確保することを前提に協力してまいります。また提供する場合は、お客さまのプライバシー等を十分に保護したうえで、ヤフー内でビッグデータを解析・処理した分析結果(集団の傾向を示す統計データなど)の形とし、分析対象とするビッグデータの種類について事前にお客さま向けのお知らせで伝え、お客さまのご意向も確認してまいります。【関係府省からの要請内容】・新型コロナウイルス感染症の感染拡大防止に資するデータの政府への提供・法令上の個人情報には該当しない統計情報等のデータに限る・政府内の新型コロナウイルス感染症の感染拡大防止の担当部署で、新型コロナウイルス感染症の感染拡大防止の目的に限り、利用することとし、当該部署における取組が終了次第、速やかに消去する・今後必要となった場合には、データの提供を追加的に要請する可能性があり、個人情報保護法の例外規定による提供を想定している【協定内容に含める項目】・上記要請の対象は「統計情報等」であるが統計データに限るものとし、統計データの作成方法は事前に公表する・提供する統計データの利用目的を明確に限定し、かつ、当該目的の範囲内で利用することが担保されること・提供する統計データについては当社のプライバシー有識者会議のアドバイスを踏まえた任意の協力として行うものであり、当社が任意に統計データの提供を中止できること・提供した統計データがどのような形で政府による新型コロナウイルス感染症対策に利用されたかを含めた有効性について一定期間後にフィードバックがなされることヤフーは、お客さまがYahoo! JAPANのサービスをご利用いただくことで生まれたデータは、お客さまのものであり、お客さまのプライバシーを尊重することに加えて、そのプライバシーに関わる情報を不正なアクセスなどから守ることがヤフーの使命である、と考えています。ヤフーは、お客さまのプライバシー等を十分に保護したうえで、ビッグデータの力が新型コロナウイルス感染症の感染拡大防止策に貢献できる方法がないか、検討を進めてまいります。ヤフーでは、本件要請に関し、引き続きお客さまのプライバシーへの影響等について慎重に検討してまいります。今後、政府から、追加的に統計データ以外の情報提供の要請があった場合には、直ちに応じることなく対応について改めて検討いたします。検討内容について提供前に公表いたします。なお、当社は本件に限らず、新型コロナウイルス感染症の感染拡大防止等のために、さまざまな取り組みを行っております。新型コロナウイルス感染症に関するYahoo! JAPANからの情報提供についてYahoo!きっず、臨時休校の要請に伴い、小学1年生から6年生の 自宅学習を支援する「ヤフーきっず おうち学校」を開設緊急対応アライアンス「SEMA」の クルーズ船「ダイヤモンド・プリンセス」下船後の乗務員に対する支援についてヤフーのeコマースサービスにおけるマスクの取り扱いについて※1:新型コロナウイルス感染症の感染拡大防止に資する統計データ等の提供の要請について(経済産業省)(外部リンク)※2:プライバシーに関するアドバイザリーボード
2020年4月3日	新型コロナウイルス感染症対策としての外出自粛等の影響分析に活用いただくため 東京23区の来訪者数等の日次データをヤフー・データソリューションで公開開始。	https://about.yahoo.co.jp/pr/release/2020/04/03b/	ヤフー・データソリューションヤフー株式会社が提供する事業者向けサービス、データソリューションでは、新型コロナウイルス感染症対策としての外出自粛の影響分析等に役立てていただくことを目的に、弊社で保有するデータを元にした東京23区への来訪者数(推計値)等の日次データを、オープンデータとして公開しました。週末の外出や近隣県との往来自粛の呼びかけを受け、ヤフー・データソリューションでは、3月30日(月)に、3県(埼玉県、千葉県、神奈川県)から東京都への来訪者数(推計値)の変化を調査たレポートを公開し、多くの方にご覧いただきました。外出や往来の自粛要請は、感染が拡大している東京都を中心にこの先も続く可能性が高いと考えられることから、外出自粛の効果・影響の分析等に広く活用いただくことを目指し、来訪者数等のデータを本日オープンデータとして公開しました。このデータは「出典:ヤフー・データソリューション」と明記いただければ、どなたでも自由にご利用いただけます。本データは、東京23区を対象に、区ごとに区外からの日次の来訪者数と居住者の人数を推計したものです。(来訪者数の減少率を出すためには、平時基準日を設けて比較計算いただく必要があります。)本日、4月2日(木)分までのデータを公開し、4月6日(月)に4月3日(金)～5日(日)分のデータを追加する予定です。(4月7日以降の更新予定については未定です。)なお、本データは、Yahoo! JAPANが提供するアプリ上で位置情報の提供に同意いただいたデータを元に弊社が推計したものです。今回公開したデータを含め、ヤフー・データソリューションは、お客さまのデータを統計データとしたうえで、分析からわかったことを提供するサービスであり、個人を識別できるデータ (パーソナルデータ) については、お客さまから新たに同意をいただかない限り外部に提供することはありません。ヤフー・データソリューションでは、今後も新型コロナウイルス感染症対策やその影響の分析に役立てていただける調査レポートやデータの発信を行っていく予定です。
2020年4月7日	Yahoo!ファイナンス、マーケット情報動画コンテンツのライブ配信を開始	https://about.yahoo.co.jp/pr/release/2020/04/07a/	～ 新型コロナの影響で不安定な状況が続く金融マーケットの投資判断に有益な専門性の高い情報をリアルタイム配信 ～「Yahoo!ファイナンス」ライブ配信ページヤフー株式会社(以下、Yahoo! JAPAN)は、株式会社ストックボイス(以下、ストックボイス)と連携し、日本最大級の金融情報総合サービス「Yahoo!ファイナンス」上で、株・為替・海外市場などの最新マーケット情報を紹介する動画コンテンツのライブ配信を開始しましたPCスマートフォンYahoo! JAPANにおいて、2018年度のスマートフォン経由の動画視聴時間は前年度比+85.3%となるなど、ニュースやコンテンツを動画で見る需要が高まっています。直近では、新型コロナウイルスの感染拡大の影響などにより、株・為替などの金融マーケットにおいて投資判断が難しい不安定な状況が続いています。このたび、「Yahoo!ファイナンス」では、東証アローズ内のスタジオからマーケット情報の実況中継番組を配信しているストックボイスとの連携により、最新マーケット情報を場所を選ばずに動画で視聴できるようになりました。また、経済キャスターや株式アナリストなどの解説も交えた、投資家にとって有益な専門性の高い情報をリアルタイムでお届けします。PC・スマートフォンブラウザーでは昨日より、アプリ(iOS/Android)では本日より、平日の8時から23時までの間「Yahoo!ファイナンス」上で動画コンテンツの視聴が可能です。【動画コンテンツ詳細】・配信時間帯:月曜から金曜(祝日を除く)の8:00～23:00・コンテンツ内容: ・東京マーケットワイド ・今日の株式 明日の株式 ・"WORLD MARKETZ" など※詳細は特設サイトをご参考ください。
2020年4月7日	＜新型コロナウイルス感染症対策＞ 「緊急事態宣言」に関連して検索されたキーワードについてショートレポートを公開	https://about.yahoo.co.jp/pr/release/2020/04/07b/	「緊急事態宣言」に関する2020年4月6日の検索状況分析ヤフー株式会社が提供する事業者向けサービス、データソリューションでは、新型コロナウイルス感染症関連の影響分析等に役立てていただくことを目的に、4月6日に「緊急事態宣言」に関連してヤフーで検索されたキーワードに関するショートレポートを公開しました。「緊急事態宣言」を含む検索キーワードの検索数ランキングでは、緊急事態宣言そのものの内容を調べようとする「緊急事態宣言とは」がトップとなり、仕事や保育園に関連する検索キーワードも上位に登場し、その関心の高さが現れる結果となりました。「緊急事態宣言」と一緒に検索されることが多かったキーワード同士の関係性を表すネットーワーク図(※)では、保育・学校等の施設、理髪店や美容院の状況、また、ゴールデンウィークの帰省等について調べられている様子がわかります。また、「家庭-準備」、「リスト-買い物-備蓄」など、準備が必要なのかどうかを調べている様子もうかがえます。※同時に検索したキーワード二つまで(第2ワード、第3ワード)との結びつきをネットワークで表現した図また、先週から公開している、東京23区の各区外からの推計来訪者数のデータについても、昨日分までのデータを追加して更新しています。4月6日の各区の区外からの推計来訪者の合計は、2月平日の平均から45万人減少し、2月以降の平日としては最低となりました。これらのデータおよび図表は、「出典:ヤフー・データソリューション」と記載いただければご利用可能です。ヤフー・データソリューションでは、今後も新型コロナウイルス感染症対策やその影響の分析に役立てていただける調査レポートやデータの発信を行っていく予定です。
2020年4月9日	ヤフー、新型コロナウイルス感染症対策に活用いただくため、 事業者向けデータソリューションサービスの都道府県等への無償提供を開始	https://about.yahoo.co.jp/pr/release/2020/04/09a/	～ 外出自粛要請の効果分析や、住民の不安やニーズ把握等への活用を目指す ～ヤフー株式会社(以下ヤフー)が提供する事業者向けデータソリューションサービスは、本日から、新型コロナウイルス感染症対策に活用いただくため、全国の都道府県および政令指定都市(以下、提供対象自治体)への期間限定での無償提供を開始しました。本日、全国に先駆けて三重県への提供を開始しており、今後順次全国に拡大していく予定です。ヤフー・データソリューションは、ヤフーの多様なサービスから得られるビッグデータを活用し、企業や自治体などの事業者を対象に、企業のマーケティングや自治体における観光促進に向けた分析など、さまざまな領域において、データに基づいた事業の創造や成長、社会課題の解決などを支援するサービスです。現在、本サービスでは、ヤフーのビッグデータをブラウザー上で調査・分析できるツール「DS.INSIGHT」と、顧客ニーズに応じて「DS.INSIGHT」では提供していないビッグデータも含めた分析結果や、活用支援のためのコンサルティングを提供する「DS.ANALYSIS」の2種類のメニューを提供しており、今回「DS.INSIGHT」の無償提供を決定しました。無償提供期間は2021年3月31日までを予定しています。なお、本サービスで提供するのはすべて統計化されたデータであり、個人を特定できる情報は提供しません。提供対象自治体では、たとえば最新の住民の検索傾向から住民の不安やニーズを発掘したり、地域内の人流データから外出自粛要請の効果測定を行うとともに住民に対する広報へ反映させたりといった活用方法を想定しています。ヤフーでは今後も、ITやビッグデータの力を使い、新型コロナウイルス感染症対策に役立てていただけるさまざまな取り組みを進めてまいります。提供対象自治体さま向けのご案内
2020年4月9日	＜新型コロナウイルス感染症対策＞東京・大阪・名古屋・福岡の通勤時間帯の来訪者数の推移を可視化したレポートをヤフー・データソリューションで公開。	https://about.yahoo.co.jp/pr/release/2020/04/09b/	ヤフー株式会社が提供する事業者向けデータソリューションサービスでは、新型コロナウイルス感染症関連の影響分析等に役立てていただくことを目的に、東京・大阪・名古屋・福岡の通勤時間帯の来訪者数推移を可視化したレポートを公開しました。各都市圏で通勤者の多い都心3区(千代田区、港区、中央区)と、名古屋市中区、大阪市北区、福岡市博多区の平日朝の通勤時間帯の区外からの来訪者の推計値を、20年2月3～7日を100として推移を可視化しました。緊急事態宣言の対象である東京・大阪・福岡のうち、東京の都心3区が最も減少しており、宣言後の8日(水)は2月3～7日に対し、39～46%となりました。大阪市北区は66%、福岡市博多区は63%で、宣言の出ていない名古屋市中区は76%でした。これらのデータおよび図表は、「出典:ヤフー・データソリューション」と記載いただければご利用可能です。ヤフー・データソリューションでは、今後も新型コロナウイルス感染症対策やその影響の分析に役立てていただける調査レポートやデータの発信を行っていく予定です。※本データは、Yahoo! JAPANが提供するアプリ上で位置情報の利用に許可いただいたデータを元に弊社が推計したものです。今回公開したデータを含め、ヤフー・データソリューションは、お客さまのデータを統計データとしたうえでデータの可視化や分析結果をご提供するサービスであり、個人を識別できるデータ (パーソナルデータ) については、お客さまから新たに同意をいただかない限り外部に提供することはありません。
2020年4月10日	Yahoo! MAP、エリアやターミナル駅周辺の混雑度を表示する「混雑レーダー」を再び提供	https://about.yahoo.co.jp/pr/release/2020/04/10a/	～ やむを得ない事情で外出しなければならないユーザーの行動をサポート ～「Yahoo! MAP」プロモーションページヤフー株式会社(以下、Yahoo! JAPAN)は、「Yahoo! MAP」アプリ(iOS版、Android版)およびウェブ版「Yahoo!地図」において、2020年1月31日に終了した、地図上でエリアやターミナル駅周辺の混雑度を確認できる機能「混雑レーダー」を本日より再び提供を開始しました。政府や各自治体は、新型コロナウイルスの感染拡大を防ぐため、不要不急の外出自粛や、集団感染の共通点である「密閉空間」、「密集場所」、「密接場面」の3つの「密」を避けるよう国民に要請しています。この状況下で、地図上で混雑度を確認できる「混雑レーダー」の再開を望む声をSNSなどで多くいただき、再び提供を開始しました。今回の「混雑レーダー」では、Yahoo! JAPANが提供する各アプリ上で位置情報の利用を許可しているデータ(※)をもとに算出した2時間前から26時間前までの混雑状況を、「Yahoo! MAP」アプリ、ウェブ版「Yahoo!地図」上で、混雑度を色で段階的に表現するヒートマップとして確認できます。画面下部のスライダーを動かすことで、2時間前から26時間前までの各時間帯の混雑状況が確認でき、また、再生ボタンをタップすると、混雑状況の推移をアニメーションで再生できます。今回の「混雑レーダー」は、以前より大幅に位置情報データ数が増え、また表示の仕組みを改良したことで、より高い精度で混雑状況を表示します。※Yahoo! JAPANが提供する各アプリ上で位置情報の利用を許可しているユーザーのデータの情報を統計化して利用しています。不要不急の外出を控えた上で、医療機関への通院などやむを得ない事情で外出が必要になった際に、「混雑レーダー」で、前日の目的地のエリアやターミナル駅周辺の混雑傾向を把握しておくことで、「昨日のこの時間は、ここの駅が混んでいたから、今日は他の駅を使おう」など混雑を避けた行動の参考として活用いただけます。「混雑レーダー」を通じて、やむを得ない事情で外出しなければならないユーザーの不安を少しでも解消する一助となることを目指します。<「混雑レーダー」の使い方>「Yahoo! MAP」アプリ1. 右上の地図選択ボタンをタップ2.「安心・便利な地図情報」から「混雑レーダー」を選択2時間前から26時間前の混雑状況を確認できます。再生ボタンをタップすると、26時間前から2時間前までの混雑状況の推移をアニメーションで再生できます。表示時間を任意の時刻へ移動している場合は、その時刻から2時間前までの状況を再生します。PC版「Yahoo!地図」右上の地図ボタンから「混雑レーダー」を選択スマートフォンブラウザ版「Yahoo!地図」メニューから「混雑レーダー」を選択なお、当社は本件に限らず、新型コロナウイルス感染症の感染拡大防止等のために、さまざまな取り組みを行っております。新型コロナウイルス感染症に関するYahoo! JAPANからの情報提供についてYahoo!きっず、臨時休校の要請に伴い、小学1年生から6年生の 自宅学習を支援する「ヤフーきっず おうち学校」を開設緊急対応アライアンス「SEMA」の クルーズ船「ダイヤモンド・プリンセス」下船後の乗務員に対する支援について関係府省からプラットフォーム事業者等各社への「新型コロナウイルス感染症の感染拡大防止に資する統計データ等の提供」要請に対する対応方針
2020年4月10日	Yahoo!ニュース、新型コロナウイルス感染症の対応にあたる人々へ向けて コメント欄を利用して思いを共有し合い、応援する企画を開始	https://about.yahoo.co.jp/pr/release/2020/04/10b/	第1回「#最前線のあなたへ」ヤフー株式会社(以下、Yahoo! JAPAN)が提供する日本最大級のインターネットニュース配信サービス「Yahoo!ニュース」は、新型コロナウイルス感染症の感染拡大により、医療や生活必需品販売などの困難な現場で対応にあたっている人々へ向けて、「Yahoo!ニュース コメント」(以下、コメント)でユーザー同士が思いを共有し合い、応援するための企画を開始しました。新型コロナウイルスの国内感染者数は5,000例を超え(※1)、政府や自治体から外出自粛要請が出されているなかで、病院や保健所などの医療現場や、スーパーマーケットやドラッグストアをはじめとする生活必需品の販売店および物流などの現場で対応にあたる人々への負担が増加(※2)しています。「Yahoo!ニュース」では、ニュースを通してさまざまな意見に触れ、新たな視点を得たり自分なりの考えを持ったりするきっかけを作りたいと考え、2007年から配信される記事にユーザーが意見や感想を投稿できるコメント機能を実装し、健全な言論空間の創出を目指しています。「Yahoo!ニュース」はこのたび、このコメント機能の特性を活かし、困難な状況に立ち向かう人々に対して、ユーザーが直接伝えられない感謝やねぎらいなどの気持ちをコメント欄で共有するための企画を開始しました。第1回は「#最前線のあなたへ」というテーマのもとで4月6日に掲載し、「Yahoo!ニュース 個人」にオーサーとして所属するジャーナリストや医療関係者、一般ユーザーなどから、5日間で1,700件近くのコメントが寄せられています。<寄せられているコメント例(抜粋)>「今、医療の最前線で戦う皆様、感染の恐怖と多忙の中の疲労でいつも以上に大変な思いをされているかと思います。我々は皆さんの頑張りにいつも以上の感謝の気持ちを持つことしかできませんが、どうか一人でも多くの命を救ってください。皆さんのお仕事を心から尊敬しています。頑張って!!」「3次救急の集中治療室で働いています。最前線で働く事が出来る事に誇りを持って業務に従事しています。それでも、防護服を着用して患者さんの部屋に入る時、いつも一瞬だけ、自宅で帰りを待ってくれている妻とまだ数ヶ月の息子の顔が思い浮かびます。家族に感染させたら、息子が重症化したらと思うと、どうしようもなく不安な気持ちになりますが、きっと息子はその不安を振り切って進む私の事を、将来誇りに思ってくれるはずだ。そう信じて今日も患者さんの部屋に向かいます」「医療現場から、スーパーの店員さんまで、全ての人間がコロナと戦う人だと思います。辛い言葉をかけられたり、悲しい状況に立ち会うことが多々あると思いますが、皆様の苦悩や努力を見てくれている方々は必ずいます。コロナが落ち着いたら今の時期を振り返って笑える日が必ず来ると思います。どうかみなさん体調には気をつけてください」新型コロナウイルスの感染拡大による困難な状況を乗り越えていくべく、「Yahoo!ニュース」は今後も一層のサービス向上に努めていきます。※1:2020年4月9日時点の累計。「新型コロナウイルス感染症の現在の状況と厚生労働省の対応について(令和2年4月9日版)」(厚生労働省)※2:「新型コロナウイルス感染症対策の状況分析・提言」(2020年4月1日)(厚生労働省)
2020年4月13日	新型コロナウイルス感染症のクラスター対策に資する情報提供に関する協定を厚生労働省と締結	https://about.yahoo.co.jp/pr/release/2020/04/13a/	ヤフー株式会社(以下、ヤフー)は、3月31日(火)に厚生労働省を含む関係省庁が発表した「新型コロナウイルス感染症の感染拡大防止に資する統計データ等の提供の要請」(※1)を踏まえ、本日4月13日(月)に厚生労働省と「新型コロナウイルス感染症のクラスター対策に資する情報提供に関する協定」(※2)を締結しました。本協定は、厚生労働省が、クラスター(感染者集団)対策を迅速かつ効果的に実施し、クラスターの発生を封じ込めること等により、新型コロナウイルス感染症の感染拡大を防止する取り組みを進めることを目的に締結したものです。本協定締結を踏まえ、ヤフーは、厚生労働省など関係省庁がさまざまな情報を総合的に検討のうえ実施する新型コロナウイルス感染症対策の最適化・効率化に貢献できるよう協力してまいります。実施の際には、お客様のプライバシーを十分に保護したうえで、ヤフー内でお客様のデータを分析した結果(集団の傾向などを示す統計データ)を、厚生労働省へ提供します。取り組みの詳細は事前にお客様向けのお知らせで伝え、お客様のご意向も確認してまいります。主な協定内容は以下のとおりです。・ヤフーがお客様の位置情報、検索・購買履歴を分析した、統計情報(統計データ)の提供に関する協定であること・ヤフーが提供する分析結果を、厚生労働省は「クラスターの早期発見とそれによる各種施策の実施」「外出自粛要請等の社会的距離確保施策の実効性の向上」「クラスター対策に係る施策の実効性の検証及びその精度の向上」の目的で利用し、その成果を適切な時期に公表すること・ヤフーは、厚生労働省への分析結果の提供を任意に行い、またいつでも任意に中止できること・厚生労働省は、ヤフーから提供を受けた分析結果を、提供より1年以内、またはヤフーが分析結果の提供を中止した場合、消去することなお、本協定締結については、ヤフーが設置するプライバシーに関する外部有識者で構成される会議体(プライバシーに関するアドバイザリーボード)(※3)の座長を務める宍戸常寿教授(東京大学大学院法学政治学研究科)から以下のようにコメントいただきました。「ヤフーと政府の間の協定が定める統計データ提供の取り組みは、新型コロナウイルス感染症の感染拡大という現在の過酷な状況下において、有益な施策の基礎となることが期待されます。しかし、この取り組みが適正に実施されるためには、いくつかの重要な課題をクリアしなければなりません。このため、私たち『プライバシーに関するアドバイザリーボード』は、これまでヤフーに対して、さまざまな助言を行ってきました。そのようなプロセスを経て、今般、協定の内容として、政府が提供データの利用目的を確約し、その利用の成果を適切な時期に公表すること、適正な利用が担保されない場合などにヤフーが分析結果の提供を中止できることを、ヤフーと政府が合意したことは、大きな意義があるものと、私たちは評価しています。この取り組みの実施にあたっては、ヤフーがサービス利用者のプライバシーを十分に保護することはもちろん、こと政府において、提供データが適正に利用されることを担保するために自身のガバナンスを機能させた上で、当該データを国民のために有効に活用していくことが極めて重要です。この取り組みは、民間企業と政府が連携したデータ利用の在り方について、今後求められる仕組みのモデルとなるという点でも、先鞭をつける試みでもあります。私たち『プライバシーに関するアドバイザリーボード』は、この取り組みが、重要な課題をクリアした上で適正に、かつ透明性を高めた形で実施されるよう、また、その他のヤフーによる取り組みも含めて、利用者の視点や利益を踏まえながら、引き続き助言を行っていきます。」※1:新型コロナウイルス感染症の感染拡大防止に資する統計データ等の提供の要請について(経済産業省)(外部サイト)※2:新型コロナウイルス感染症のクラスター対策に資する情報提供に関する協定書※3:プライバシーに関するアドバイザリーボード
